,title,metacritic_score,metacritic_review_count,user_score,user_review_count,content_rating,developer,genres,release_date
422,Life is Strange: Before the Storm - Episode 2: Brave New World,76,6,7.9,27.0,M,Deck Nine Games,"['Action Adventure, General']","Oct 19, 2017"
423,Rebel Galaxy,76,5,7.1,10.0,T,Double Damage Games,"['Action, Action Adventure, General, Open-World']","Jan 13, 2016"
424,Redout,76,10,7.9,27.0,E,34BigThings,"['Racing, General, Arcade, Futuristic']","Aug 29, 2017"
425,Punch Club,76,5,7.4,7.0,T,tinyBuild,"['Sports, Simulation, Virtual, Individual, Combat, Career, Boxing / Martial Arts']","Mar 31, 2017"
426,Unit 4,76,10,7.0,10.0,E10+,"Gamera Games, Gamera Interactive","['Action, Platformer, 2D']","May 24, 2017"
427,Unravel,75,23,8.0,132.0,E,Coldwood Interactive,"['Action, Platformer, 2D']","Feb 9, 2016"
428,Not A Hero: Super Snazzy Edition,75,13,7.0,6.0,M,roll7,"[""Action, Shooter, Shoot-'Em-Up, Horizontal""]","May 24, 2016"
429,Darksiders II: Deathinitive Edition,75,10,7.2,45.0,M,"Gunfire Games, Kaiko","['Action Adventure, Open-World']","Oct 30, 2015"
430,Code Vein,75,14,7.6,95.0,M,Bandai Namco Games,"['Role-Playing, Action RPG']","Sep 27, 2019"
431,One Piece: Pirate Warriors 4,75,10,5.2,11.0,T,Omega Force,"[""Action, Beat-'Em-Up, 3D""]","Mar 27, 2020"
432,Wolfenstein: The Old Blood,75,23,7.9,129.0,M,MachineGames,"['Action, Shooter, First-Person, Arcade']","May 5, 2015"
433,Strange Brigade,75,24,6.3,21.0,T,Rebellion,"['Action, Shooter, Third-Person, Arcade']","Aug 28, 2018"
434,Tempest 4000,75,9,6.8,5.0,E,Llamasoft,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Jul 17, 2018"
435,Minecraft: Story Mode - Episode 3: The Last Place You Look,75,9,6.1,16.0,E10+,Telltale Games,"['Action Adventure, Adventure, General, Point-and-Click, Linear']","Nov 24, 2015"
436,Wuppo,75,6,,,E,Knuist & Perzik,"['Action, Platformer, 2D']","Nov 10, 2017"
437,Mercenary Kings: Reloaded Edition,75,6,,,T,Tribute Games,"[""Action, Shooter, Shoot-'Em-Up, Horizontal""]","Feb 6, 2018"
438,Need for Speed: Rivals,75,18,5.7,193.0,E10+,Ghost Games,"['Driving, Racing, Simulation, GT / Street, GT / Street, Automobile']","Nov 22, 2013"
439,Void Bastards,75,19,8.0,36.0,M,Blue Manchu,"['Action, Shooter, First-Person, Arcade']","May 29, 2019"
440,Tesla vs Lovecraft,75,14,7.3,7.0,T,10tons,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Mar 16, 2018"
441,Star Wars Battlefront,75,40,4.5,1221.0,T,EA DICE,"['General, General, Action, Shooter, First-Person, Tactical']","Nov 17, 2015"
442,Far Cry New Dawn,75,26,3.8,171.0,M,Ubisoft Montreal,"['Action, Shooter, First-Person, Arcade']","Feb 15, 2019"
443,Super Ultra Dead Rising 3' Arcade Remix Hyper Edition EX Plus Alpha,75,13,6.2,32.0,M,Capcom Vancouver,"['Action, Action Adventure, General, Open-World']","Jun 9, 2014"
444,Call of Duty: Advanced Warfare - Ascendance,75,7,6.6,17.0,M,Sledgehammer Games,"['Action, Shooter, First-Person, Arcade']","Mar 31, 2015"
445,Resident Evil 5,75,8,8.0,66.0,M,Capcom,"['Action Adventure, Survival']","Jun 28, 2016"
446,Stories of Bethem: Full Moon,75,5,6.0,4.0,T,GuGames DEV,"['Role-Playing, Action RPG']","Sep 2, 2016"
447,Batman: The Telltale Series - Episode 4: Guardian of Gotham,75,7,5.1,7.0,M,Telltale Games,"['Adventure, Point-and-Click']","Nov 22, 2016"
448,Minecraft: Story Mode Season Two - Episode 2: Giant Consequences,75,6,5.9,10.0,E10+,Telltale Games,"['Adventure, Point-and-Click']","Aug 15, 2017"
449,Night in the Woods,75,5,5.4,21.0,T,Finji,"['Action Adventure, Adventure, General']","Dec 13, 2017"
450,The Mooseman,75,5,,,E10+,Vladimir Beletsky,"['Adventure, General']","Jul 18, 2018"
451,Doughlings: Arcade,75,4,7.7,6.0,E,Hero Concept,"['Action, Arcade']","Aug 3, 2018"
452,The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children,75,4,7.5,10.0,M,Telltale Games,"['Adventure, Point-and-Click']","Sep 25, 2018"
453,The Walking Vegetables: Radical Edition,75,4,,,T,Still Running,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Jan 23, 2019"
454,MotoGP 19,75,9,7.4,11.0,E,Milestone S.r.l,"['Racing, Simulation, Automobile']","Jun 6, 2019"
455,Destiny,75,11,5.5,1760.0,T,"Bungie Software, Bungie","['Shooter, Sci-Fi, Action, Shooter, First-Person, Sci-Fi, Arcade']","Sep 9, 2014"
456,The Little Acre,75,14,6.9,7.0,E10+,"Curve Digital Games, Curve Digital","['Action Adventure, Linear']","Dec 13, 2016"
457,Riptide GP: Renegade,75,6,5.8,4.0,E10+,Vector Unit,"['Racing, General, Arcade, Futuristic']","Feb 24, 2017"
458,Table Top Racing: World Tour,75,8,5.6,5.0,E,Playrise Digital,"['Racing, Arcade, Automobile']","Mar 10, 2017"
459,Resident Evil: Revelations 2,75,22,7.8,151.0,M,Capcom,"['Horror, Action Adventure, Survival']","Mar 17, 2015"
460,Kerbal Space Program,75,13,7.1,16.0,E,"Flying Tiger Entertainment Inc., Squad","['Simulation, Space, Combat']","Jul 15, 2016"
461,Sleeping Dogs: Definitive Edition,75,18,7.8,92.0,M,United Front Games,"['Action Adventure, Modern, Open-World']","Oct 14, 2014"
462,Black Desert,75,6,6.5,46.0,T,Pearl Abyss,"['Role-Playing, Massively Multiplayer']","Mar 4, 2019"
463,Afterparty,75,12,7.2,29.0,M,Night School Studio,"['Adventure, General']","Oct 29, 2019"
464,Chime Sharp,75,8,2.1,7.0,E,Chilled Mouse,"['Puzzle, General']","Feb 24, 2017"
465,Car Mechanic Simulator,75,5,7.2,9.0,E,Modus,"['Simulation, Virtual, Career']","Jun 25, 2019"
466,Tropico 5 Penultimate Edition,75,10,6.3,21.0,T,Kalypso,"['Strategy, Management, Government']","May 24, 2016"
467,Neon City Riders,75,4,,,E10+,Mecha Studios,"[""Action, Beat-'Em-Up, 2D""]","Mar 12, 2020"
468,Evolve,74,31,5.1,347.0,M,Turtle Rock Studios,"['Action, Shooter, First-Person, Sci-Fi, Arcade']","Feb 10, 2015"
469,Minit,74,8,6.5,11.0,E,"JW, Kitty, Jukio, and Dom","['Adventure, General']","Apr 3, 2018"
470,Project Highrise: Architect's Edition,74,6,,,E10+,SomaSim,"['Strategy, Management, Business / Tycoon']","Oct 23, 2018"
471,Resident Evil: Revelations 2 - Episode 2: Contemplation,74,11,7.5,23.0,M,Capcom,"['Action Adventure, Survival']","Mar 4, 2015"
472,Hellmut: The Badass from Hell,74,7,,,T,Volcanicc,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","May 31, 2019"
473,Grim Legends: The Forsaken Bride,74,7,,,T,Artifex Mundi,"['Puzzle, Hidden Object']","Jun 10, 2016"
474,Dance Central Spotlight,74,19,6.7,50.0,T,Harmonix Music Systems,"['Action, Miscellaneous, Rhythm, Dancing']","Sep 2, 2014"
475,Tom Clancy's Rainbow Six Siege,74,24,7.0,353.0,M,Ubisoft Montreal,"['Modern, Action, Shooter, First-Person, Tactical']","Dec 1, 2015"
476,Need for Speed Heat,74,29,6.9,138.0,T,Ghost Games,"['Racing, Arcade, Automobile']","Nov 8, 2019"
477,88 Heroes,74,6,,,E10+,"Rising Star Games, Bitmap Bureau","['Action, Platformer, 2D']","Mar 24, 2017"
478,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,74,12,5.5,15.0,T,Telltale Games,"['Action, Adventure, General, 3D, Third-Person']","Apr 18, 2017"
479,Masters of Anima,74,12,,,E10+,Passtech Games,"['Strategy, Real-Time, MOBA']","Apr 10, 2018"
480,Life is Strange 2: Episode 2 - Rules,74,7,4.2,24.0,M,DONTNOD Entertainment,"['Action Adventure, General']","Jan 24, 2019"
481,Grow Up,74,8,7.1,17.0,E,Ubisoft Reflections,"['Action Adventure, Open-World']","Aug 16, 2016"
482,Gigantic,74,12,7.5,30.0,T,Motiga,"['Strategy, Real-Time, MOBA']","Jul 20, 2017"
483,Life is Strange: Episode 4 - Dark Room,74,11,8.5,106.0,M,DONTNOD Entertainment,"['Action Adventure, General']","Jul 28, 2015"
484,Snake Pass,74,18,6.1,18.0,E,Sumo Digital,"['Action Adventure, Puzzle, Action, General']","Mar 29, 2017"
485,Ultratron,74,4,6.3,7.0,E,Puppy Games,"[""Action, Shooter, Shoot-'Em-Up, Top-Down, Vertical""]","May 8, 2015"
486,Saturday Morning RPG,74,5,7.3,12.0,E10+,Mighty Rabbit Studios,"['Role-Playing, Japanese-Style']","Oct 26, 2016"
487,Super Cloudbuilt,74,8,7.1,9.0,T,"Coilworks, Double Eleven","['Action Adventure, General']","Jul 28, 2017"
488,Turok Remastered,74,6,7.8,17.0,M,Night Dive Studios,"['Action, Shooter, First-Person, Arcade']","Mar 2, 2018"
489,Shadow Complex Remastered,74,14,5.8,13.0,T,Chair Entertainment,"['Action, Shooter, Third-Person, Arcade']","Mar 16, 2016"
490,LEGO Marvel Super Heroes 2,74,18,7.6,16.0,E10+,TT Games,"['Action, Platformer, 3D']","Nov 14, 2017"
491,The Fall Part 2: Unbound,74,7,,,T,Over The Moon,"['Action Adventure, General']","Feb 13, 2018"
492,Tachyon Project,74,11,6.9,8.0,E,Eclipse Games,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Jul 15, 2015"
493,Shining Resonance Refrain,74,5,7.4,10.0,T,Sega,"['Role-Playing, Action RPG']","Jul 10, 2018"
494,The Jackbox Party Pack 5,74,5,,,T,"Jackbox Games, Inc.","['Miscellaneous, Party / Minigame']","Oct 16, 2018"
495,Anarcute,74,10,7.3,4.0,E10+,Anarteam,"['Action, General']","Jul 12, 2016"
496,Shadow Warrior,74,14,7.4,61.0,M,Flying Wild Hog,"['Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade']","Oct 21, 2014"
497,Dying Light,74,26,7.8,435.0,M,Techland,"['Horror, Action Adventure, Horror, Survival']","Jan 27, 2015"
498,LEGO Batman 3: Beyond Gotham,74,25,6.9,44.0,E10+,TT Games,"['Action Adventure, General, Modern']","Nov 11, 2014"
499,LEGO The Incredibles,74,9,7.1,12.0,E10+,TT Games,"['Action Adventure, General, Open-World']","Jun 15, 2018"
500,HyperParasite,74,5,,,T,"Troglobytes Games, S.L.","[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Apr 3, 2020"
501,Bomber Crew,74,7,5.8,5.0,E10+,Runner Duck,"['Simulation, Flight, Combat']","Jul 10, 2018"
502,NASCAR Heat 4,74,7,5.8,5.0,E,704Games,"['Racing, Simulation, Automobile']","Sep 10, 2019"
503,Mega Coin Squad,74,9,6.4,7.0,T,Big Pixel Studios,"['Action, Platformer, 2D']","May 20, 2015"
504,Pure Chess: Grandmaster Edition,74,4,,,E,Ripstone,"['Miscellaneous, Board / Card Game']","Sep 9, 2016"
505,Destiny 2: Shadowkeep,73,10,7.3,34.0,T,Bungie,"['Action, Shooter, First-Person, Arcade']","Oct 1, 2019"
506,Jotun: Valhalla Edition,73,13,5.7,6.0,T,Thunder Lotus Games,"['Action, General']","Sep 9, 2016"
507,Mystery Castle,73,6,,,E,Runestone Games Limited,"['Puzzle, Action']","May 6, 2016"
508,Just Dance 2017,73,7,6.6,11.0,E10+,Ubisoft Paris,"['Action, Rhythm, Dancing']","Oct 25, 2016"
509,Anode,73,6,,,E,Kittehface Software,"['Puzzle, Matching']","Aug 10, 2016"
510,Life is Strange: Episode 2 - Out of Time,73,9,8.2,70.0,M,DONTNOD Entertainment,"['Action Adventure, General']","Mar 25, 2015"
511,Typoman: Revised,73,10,,,E10+,Brainseed Factory,"['Action, Platformer, 2D']","Feb 17, 2017"
512,Titanfall: Expedition,73,10,4.7,119.0,M,Respawn Entertainment,"['Action, Shooter, First-Person, Sci-Fi, Arcade']","May 15, 2014"
513,Hyper Sentinel,73,4,,,E,Four5Six Pixel,"[""Action, Shooter, Shoot-'Em-Up, Horizontal""]","May 11, 2018"
514,Life is Strange 2: Episode 3 - Wastelands,73,7,6.2,24.0,M,DONTNOD Entertainment,"['Action Adventure, General']","May 9, 2019"
515,State of Mind,73,11,7.3,14.0,M,Daedalic Entertainment,"['Action Adventure, Adventure, General, 3D, Third-Person']","Aug 15, 2018"
516,Dark Souls III: Ashes of Ariandel,73,6,6.8,39.0,M,From Software,"['Role-Playing, Action RPG']","Oct 25, 2016"
517,Call of Duty: Ghosts - Invasion,73,5,6.3,30.0,M,Infinity Ward,"['Action, Shooter, First-Person, Modern, Arcade']","Jun 3, 2014"
518,Saints Row IV: Re-Elected,73,7,7.3,45.0,M,Volition Inc.,"['Action Adventure, Modern, Open-World']","Jan 20, 2015"
519,Mulaka,73,11,6.4,9.0,T,Lienzo,"['Action Adventure, General']","Mar 2, 2018"
520,Human: Fall Flat,73,11,6.9,21.0,E,No Brakes Games,"['Action Adventure, General']","May 12, 2017"
521,The Walking Dead: Michonne - Episode 3: What We Deserve,73,4,7.2,13.0,M,Telltale Games,"['Adventure, 3D, Third-Person']","Apr 26, 2016"
522,Tennis in the Face,73,5,,,T,10tons,"['Puzzle, Action']","Dec 9, 2016"
523,ASTRONEER,73,5,7.1,28.0,E,System Era Softworks,"['Action Adventure, Sandbox']","Feb 6, 2019"
524,MotoGP 17,73,5,6.6,5.0,E,"Koch Media, Milestone S.r.l","['Racing, Arcade, Automobile']","Jul 11, 2017"
525,MotoGP 18,73,6,6.0,7.0,E,Milestone S.r.l,"['Racing, Simulation, Automobile']","Jun 7, 2018"
526,ADIOS Amigos,73,5,,,E,Cosmic Picnic,"['Action, General']","Sep 12, 2018"
527,Sparklite,73,7,7.0,5.0,E10+,"Red Blue Games, LLC, Red Blue Games","['Action Adventure, General']","Nov 15, 2019"
528,The Council - Episode 4: Burning Bridges,73,6,7.3,4.0,M,Big Bad Wolf,"['Adventure, General']","Sep 25, 2018"
529,Sniper Elite V2 Remastered,73,14,5.9,13.0,M,Rebellion,"['Action, Shooter, Third-Person, Tactical']","May 14, 2019"
530,Warhammer: Chaosbane,73,11,5.7,15.0,M,Games Workshop,"['Role-Playing, Action RPG']","May 31, 2019"
531,Resident Evil: Revelations 2 - Episode 1: Penal Colony,73,16,7.2,113.0,M,Capcom,"['Action Adventure, Survival']","Feb 25, 2015"
532,The Sojourn,73,9,6.6,14.0,E,Shifting Tides,"['Adventure, 3D, First-Person']","Sep 20, 2019"
533,They Are Billions,73,14,5.2,6.0,M,Numantian Games,"['Strategy, Real-Time, Defense']","Jul 1, 2019"
534,Talent Not Included,73,6,,,T,Frima Studio,"['Action, Platformer, 2D']","Apr 5, 2017"
535,Get Even,73,14,7.7,35.0,M,The Farm 51,"['Modern, Action, Shooter, First-Person, Arcade']","Jun 23, 2017"
536,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,73,7,6.0,4.0,T,Telltale Games,"['Action, Adventure, General, 3D, Third-Person']","Oct 10, 2017"
537,Warriors Orochi 3 Ultimate,73,8,7.0,23.0,T,Omega Force,"[""Action, Beat-'Em-Up, 3D""]","Sep 2, 2014"
538,Yooka-Laylee,73,39,5.5,122.0,E10+,Playtonic Games,"['Action, Platformer, 3D']","Apr 11, 2017"
539,The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,73,6,5.6,15.0,M,Telltale Games,"['Adventure, Point-and-Click']","Mar 28, 2017"
540,Disney Infinity 2.0 Edition,73,19,4.7,19.0,E10+,Avalanche Software,"['Action Adventure, General, Fantasy']","Sep 23, 2014"
541,My Time At Portia,73,11,5.8,10.0,E10+,Pathea Games,"['Simulation, Virtual, Virtual Life']","Apr 16, 2019"
542,Eventide: Slavic Fable,73,5,,,T,The House Of Fables,"['Adventure, Puzzle, Hidden Object, Point-and-Click']","Sep 23, 2016"
543,Sudden Strike 4: European Battlefields Edition,73,5,7.0,5.0,T,Kite Games,"['Strategy, Real-Time, General']","May 25, 2018"
544,World War Z,73,17,5.6,139.0,M,Saber Interactive,"['Action, Shooter, First-Person, Tactical']","Apr 16, 2019"
545,Agents of Mayhem,73,18,6.5,52.0,M,Volition Inc.,"['Action Adventure, Open-World']","Aug 15, 2017"
546,Red Faction: Guerrilla Re-Mars-tered,73,16,4.2,13.0,M,Volition Inc.,"['Action, Shooter, Third-Person, Arcade']","Jul 3, 2018"
547,A Pixel Story,73,8,,,E10+,Lamplight Studios,"['Action, Platformer, 2D']","Feb 24, 2017"
548,The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,73,4,6.0,18.0,M,Telltale Games,"['Adventure, Point-and-Click']","Apr 25, 2017"
549,Bleed,73,4,,,T,BootdiskRevolution,"['Action, Platformer, 2D']","Aug 24, 2017"
550,The Mummy Demastered,73,6,7.3,4.0,E10+,WayForward,"['Action, Platformer, 2D']","Oct 24, 2017"
551,Train Sim World: Founder's Edition,73,4,6.6,5.0,E,Dovetail Games,"['Simulation, Vehicle, Train']","Mar 9, 2018"
552,Hero Express,73,4,,,E,Fantastico Studio,"['Adventure, General']","Jul 5, 2019"
553,Mad Max,72,18,7.7,306.0,M,Avalanche Studios,"['Action, Action Adventure, General, General, Open-World']","Sep 1, 2015"
554,Game of Thrones: Episode Five - A Nest of Vipers,72,10,6.9,15.0,M,Telltale Games,"['Action, Adventure, General, Point-and-Click']","Jul 22, 2015"
555,RAGE 2,72,21,6.0,178.0,M,"id Software, Avalanche Studios","['Action, Shooter, First-Person, Arcade']","May 14, 2019"
556,LEGO DC Super-Villains,72,18,7.7,13.0,E10+,TT Games,"['Action Adventure, General']","Oct 16, 2018"
557,Lara Croft and the Temple of Osiris,72,31,5.9,53.0,T,Crystal Dynamics,"['Action, Action Adventure, Platformer, Linear, 2D']","Dec 9, 2014"
558,Dungeons 3,72,4,7.4,5.0,T,Realmforge Studios,"['Strategy, General']","Oct 17, 2017"
559,Minecraft: Story Mode Season Two - Episode 5: Above and Beyond,72,4,,,E10+,Telltale Games,"['Adventure, Point-and-Click']","Dec 19, 2017"
560,Ancestors Legacy,72,4,7.2,14.0,M,Destructive Creations,"['Strategy, Real-Time, General, Command']","Aug 13, 2019"
561,Jump Gunners,72,4,,,T,NerdRage Studios Ltd.,"['Action, Platformer, 2D']","Aug 3, 2018"
562,MXGP Pro,72,8,6.9,8.0,E,Milestone S.r.l,"['Racing, Arcade, Automobile']","Jul 10, 2018"
563,Spintires: Mudrunner,72,10,7.3,16.0,E,Maximum Games,"['Simulation, Vehicle, Civilian']","Oct 31, 2017"
564,NBA Live 18,72,16,5.3,47.0,E,EA Sports,"['Sports, Team, Basketball, Sim']","Sep 15, 2017"
565,Zombi,72,18,6.4,57.0,M,"Ubisoft Montpellier, Straight Right","['Action, Action Adventure, Shooter, Survival, First-Person, Arcade']","Aug 18, 2015"
566,Sea of Solitude,72,20,6.7,23.0,T,Jo-Mei Games,"['Adventure, 3D, Third-Person']","Jul 5, 2019"
567,Massive Chalice,72,15,6.8,48.0,T,Double Fine Productions,"['Strategy, Turn-Based, General, Fantasy, Tactics']","Jun 1, 2015"
568,Infliction: Extended Cut,72,7,6.2,17.0,M,Caustic Reality,"['Adventure, 3D, First-Person']","Feb 25, 2020"
569,Mirror's Edge Catalyst,72,46,5.6,243.0,T,EA DICE,"['Action, Shooter, First-Person, Modern, Modern, Modern, Action Adventure, General']","Jun 7, 2016"
570,Ancestors: The Humankind Odyssey,72,10,4.7,15.0,T,Panache Digital Games,"['Action Adventure, General, Survival']","Dec 6, 2019"
571,State of Decay: Year One Survival Edition,72,47,6.7,171.0,M,Undead Labs,"['Horror, Action Adventure, Survival']","Apr 28, 2015"
572,WWE 2K16,72,18,5.3,88.0,T,Yuke's,"['Action, Sports, General, Individual, Combat, Wrestling']","Oct 27, 2015"
573,Max: The Curse of Brotherhood,72,51,7.4,294.0,E10+,Press Play,"['Fantasy, Action Adventure, General, Fantasy']","Dec 20, 2013"
574,Mutant Football League,72,5,7.5,16.0,M,Digital Dreams Entertainment LLC,"['Sports, Team, Football, Arcade']","Jan 19, 2018"
575,Stikbold! A Dodgeball Adventure,72,5,7.2,6.0,E,Reign Bros,"['Action, Arcade']","Apr 8, 2016"
576,Layers of Fear: Inheritance,72,4,7.1,12.0,M,Bloober Team,"['Adventure, 3D, First-Person']","Aug 2, 2016"
577,Mega Man Legacy Collection 2,72,4,9.7,35.0,E10+,"Capcom, Bullets","['Miscellaneous, Compilation']","Aug 8, 2017"
578,Abyss: The Wraiths of Eden,72,5,,,T,Artifex Mundi,"['Puzzle, Hidden Object']","Oct 20, 2017"
579,Psychotic's Agatha Knife,72,5,6.9,8.0,T,Mango Protocol,"['Adventure, Point-and-Click']","Apr 27, 2018"
580,Disney Classic Games: Aladdin and the Lion King,72,8,3.0,5.0,E10+,Digital Eclipse,"['Miscellaneous, Compilation']","Oct 29, 2019"
581,Final Fantasy Type-0 HD,72,12,8.2,223.0,M,HexaDrive,"['Role-Playing, Action RPG']","Mar 17, 2015"
582,Action Henk,72,14,,,E,RageSquid,"['Action, Platformer, 2D, 3D']","Mar 4, 2016"
583,Styx: Shards of Darkness,72,12,7.4,25.0,M,Cyanide,"['Action Adventure, General']","Mar 14, 2017"
584,SIMULACRA,72,11,,,M,Kaigan Games OU,"['Simulation, Virtual, Virtual Life']","Dec 3, 2019"
585,Rocksmith 2014 Edition,72,6,7.4,13.0,T,Ubisoft,"['Action, Miscellaneous, Rhythm, Music']","Nov 4, 2014"
586,Anima: Gate of Memories,72,8,7.5,28.0,T,Anima Project,"['Role-Playing, Action RPG']","Jun 3, 2016"
587,Amazing Princess Sarah,72,6,5.7,6.0,T,Haruneko,"['Action, Platformer, 2D']","Jan 29, 2016"
588,Steep,72,18,6.5,64.0,T,Ubisoft Annecy,"['Sports, Individual, Ski / Snowboard']","Dec 2, 2016"
589,De Blob,72,5,,,E,THQ Nordic,"['Action, Platformer, 3D']","Nov 14, 2017"
590,Ghost Blade HD,72,8,6.4,7.0,E10+,HUCAST,"[""Action, Shooter, Shoot-'Em-Up, Vertical""]","Feb 28, 2017"
591,Draugen,72,4,,,T,Red Thread Games,"['Action Adventure, Survival, Adventure, 3D, First-Person']","Feb 21, 2020"
592,The Fisherman: Fishing Planet,72,4,,,E,Bigben Interactive,"['Sports, Individual, Nature, Fishing']","Oct 15, 2019"
593,Fenix Furia,72,6,,,E,Green Lava Studios,"['Action, Platformer, 2D']","Jun 8, 2016"
594,The Bridge,72,6,7.4,8.0,E,Ty Taylor and Mario Castaneda,"['Puzzle, General, Logic']","Aug 14, 2015"
595,Neon Chrome,72,7,6.8,8.0,T,"10tons Entertainment, 10tons","[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","May 31, 2016"
596,Planet Alpha,72,14,6.2,5.0,T,Adrian Lazar,"['Action, Platformer, 2D']","Sep 4, 2018"
597,Battlefield Hardline,71,27,5.2,322.0,M,Visceral Games,"['Modern, Action, Shooter, First-Person, Tactical, Arcade']","Mar 17, 2015"
598,Toy Odyssey: The Lost and Found,71,9,,,E10+,Hikergames,"['Action, Platformer, 2D']","Sep 21, 2016"
599,Dungeon Punks,71,6,6.8,5.0,E10+,Hyper Awesome Entertainment,"['Action, Role-Playing, General, Action RPG']","Jul 26, 2016"
600,Sherlock Holmes: Crimes & Punishments,71,8,6.7,78.0,M,Frogwares,"['Adventure, General']","Sep 30, 2014"
601,How to Survive: Storm Warning Edition,71,4,5.9,19.0,M,EKO Software,"['Action Adventure, Horror, Survival']","Oct 29, 2014"
602,Minecraft: Story Mode - Episode 4: A Block and a Hard Place,71,8,5.1,8.0,E10+,Telltale Games,"['Action Adventure, Adventure, Point-and-Click, Linear']","Dec 22, 2015"
603,2064: Read Only Memories,71,5,,,M,MidBoss,"['Adventure, Point-and-Click']","Jan 17, 2018"
604,LEGO Marvel's Avengers,71,18,5.8,24.0,E10+,TT Games,"['Action Adventure, General']","Jan 26, 2016"
605,Tower of Guns,71,13,6.3,18.0,E10+,Terrible Posture Games,"['Sci-Fi, Action, Shooter, First-Person, Arcade']","Apr 10, 2015"
606,Just Cause 3,71,24,6.8,244.0,M,Avalanche Studios,"['Sci-Fi, Action Adventure, Open-World']","Dec 1, 2015"
607,Pawarumi,71,10,,,E10+,Manufacture 43,"[""Action, Shooter, Shoot-'Em-Up, Vertical""]","Jul 24, 2019"
608,Tumblestone,71,7,5.6,5.0,E,Ty Taylor and Mario Castaneda,"['Puzzle, Stacking']","Jul 16, 2016"
609,Factotum 90,71,9,5.9,7.0,E,TACS Games,"['Puzzle, Action']","Feb 10, 2016"
610,Assassin's Creed Rogue Remastered,71,17,7.3,27.0,M,Ubisoft,"['Action Adventure, Open-World']","Mar 20, 2018"
611,Pharaonic,71,4,7.6,7.0,T,Milkstone Studios,"['Role-Playing, Action RPG']","Jul 13, 2016"
612,Demetrios - The BIG Cynical Adventure,71,4,,,T,COWCAT,"['Adventure, Point-and-Click']","Aug 2, 2017"
613,Fishing Sim World,71,6,,,E,Dovetail Games,"['Sports, Individual, Nature, Fishing']","Sep 18, 2018"
614,Glass Masquerade 2: Illusions,71,6,,,E,Onyx Lute,"['Puzzle, General']","Feb 14, 2020"
615,Just Dance 2014,71,6,7.0,58.0,E10+,Ubisoft,"['Dancing, Action, Miscellaneous, Rhythm, Dancing']","Nov 19, 2013"
616,Lords of the Fallen,71,13,6.6,176.0,M,"City Interactive, Deck 13","['Role-Playing, Action RPG, Action RPG']","Oct 28, 2014"
617,This Is the Police,71,9,,,M,"Weappy Studio, THQ Nordic","['Simulation, Virtual, Virtual Life, Career']","Mar 22, 2017"
618,Unbox: Newbie's Adventure,71,10,,,E,Merge Games,"['Action, Platformer, 3D']","Jul 26, 2017"
619,Xbox Fitness,71,4,5.9,82.0,E,Sumo Digital,"['Miscellaneous, Exercise / Fitness']","Nov 22, 2013"
620,Fragments of Him,71,8,7.3,4.0,M,Sassybot,"['Adventure, Visual Novel']","Jun 1, 2016"
621,Tokyo 42,71,15,4.3,8.0,T,SMAC Games,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","May 31, 2017"
622,Devil May Cry HD Collection,71,9,9.0,77.0,M,"Pipeworks Software, Inc., NeoBards Entertainment","['Miscellaneous, Compilation']","Mar 13, 2018"
623,The Complex,67,10,6.5,8.0,M,Wales Interactive Ltd.,"['Adventure, General']","Mar 31, 2020"
624,Oceanhorn: Monster of Uncharted Seas,71,11,7.5,26.0,E10+,Cornfox & Bros.,"['Action Adventure, Open-World']","Sep 7, 2016"
625,Destiny: House of Wolves,71,4,4.1,57.0,T,Bungie,"['Action, Shooter, First-Person, Arcade']","May 19, 2015"
626,The Invisible Hours,71,8,,,T,GameTrust,"['Adventure, General']","Apr 24, 2018"
627,Spellspire,71,4,,,E10+,10tons,"['Role-Playing, General']","May 26, 2017"
628,Chaos on Deponia,71,4,6.5,6.0,T,Daedalic Entertainment,"['Adventure, General']","Dec 5, 2017"
629,Assassin's Creed: The Ezio Collection,71,16,7.6,53.0,M,Ubisoft Montreal,"['Miscellaneous, Compilation']","Nov 15, 2016"
630,Minecraft: Story Mode - Episode 7: Access Denied,71,5,,,E10+,Telltale Games,"['Action Adventure, Adventure, Point-and-Click, Linear']","Jul 26, 2016"
631,AER: Memories of Old,71,9,6.9,12.0,E10+,Daedalic Entertainment,"['Action Adventure, General, Open-World']","Oct 25, 2017"
632,Starpoint Gemini 2,71,12,7.1,20.0,T,Little Green Men,"['Strategy, Real-Time, General']","Dec 11, 2015"
