,title,metacritic_score,metacritic_review_count,user_score,user_review_count,content_rating,developer,genres,release_date
1095,Rock Zombie,42,4,4.5,4.0,T,Quaternion Studio,"[""Action, Beat-'Em-Up, 2D""]","Dec 4, 2015"
1096,Tango Fiesta,42,5,,,M,Merge Games,"[""Action, General, Shooter, Shoot-'Em-Up, Top-Down""]","May 17, 2017"
1097,Hello Neighbor,42,13,4.4,67.0,E10+,tinyBuild,"['Action, Adventure, General, 3D, First-Person']","Dec 8, 2017"
1098,Tennis World Tour,42,8,1.8,28.0,E,Bigben Interactive,"['Sports, Individual, Tennis']","May 22, 2018"
1099,Future War:Reborn,41,5,,,T,Good net technology co. Ltd,"['Action, Shooter, Third-Person, Arcade']","Dec 20, 2017"
1100,Super Blackjack Battle II Turbo Edition: The Card Warriors,41,4,6.2,5.0,T,"Headup Games, Stage Clear Studios","['Miscellaneous, Gambling, Board / Card Game']","Jul 25, 2018"
1101,Heavy Fire: Red Shadow,40,4,,,T,Mastiff,"['Action, Shooter, First-Person, Arcade']","Oct 19, 2018"
1102,Tony Hawk's Pro Skater 5,39,18,2.1,132.0,T,Robomodo,"['Sports, Individual, Skate / Skateboard']","Sep 29, 2015"
1103,Rock 'N Racing Grand Prix,37,6,4.3,7.0,E,EnjoyUp Games,"['Racing, Arcade, Other, Automobile']","May 13, 2016"
1104,Monster Jam: Crush It!,36,4,,,E,Maximum Games,"['Action, Racing, General, Arcade, Automobile']","Oct 25, 2016"
1105,Super Night Riders,36,5,4.5,6.0,E,neko.works,"['Racing, Arcade, Automobile']","May 18, 2016"
1106,Bounce Rescue!,36,4,,,E,Bitecore,"['Action, Platformer, 2D']","May 5, 2018"
1107,Overlord: Fellowship of Evil,36,6,3.6,8.0,T,Codemasters,"['Role-Playing, Action RPG']","Oct 20, 2015"
1108,Tyler: Model 005,35,4,,,E10+,Reversed Interactive,"['Action, Platformer, 3D']","Aug 21, 2018"
1109,7 Days to Die,35,17,5.4,101.0,M,"Iron Galaxy Studios, The Fun Pimps","['Action, Action Adventure, Shooter, Survival, Sandbox, First-Person, Arcade']","Jun 28, 2016"
1110,Past Cure,34,8,6.9,20.0,M,Phantom 8,"['Action, General']","Feb 23, 2018"
1111,Agony,34,11,4.5,70.0,M,Madmind Studio,"['Action Adventure, General, Survival']","May 29, 2018"
1112,R.B.I. Baseball 16,34,4,5.8,5.0,E,MLB AM,"['Sports, Team, Baseball, Arcade']","Mar 29, 2016"
1113,Troll and I,33,5,5.0,6.0,T,Maximum Games,"['Action Adventure, General']","Mar 21, 2017"
1114,Alekhine's Gun,33,6,2.5,28.0,M,"Maximum Games, Bigmoon Studios","['Action Adventure, General']","Mar 1, 2016"
1115,Road Rage,33,6,3.3,7.0,M,Maximum Games,"['Simulation, Vehicle, Combat']","Nov 14, 2017"
1116,Giana Sisters: Dream Runners,32,7,4.7,17.0,E,Black Forest Games,"['Action, Platformer, 2D']","Aug 19, 2015"
1117,Crimson Keep,30,4,,,M,Ian Atherton,"['Role-Playing, Action RPG']","Mar 6, 2019"
1118,Soda Drinker Pro,30,9,5.6,25.0,E,Snowrunner Games,"['Miscellaneous, General']","Apr 14, 2016"
1119,Rock 'N Racing Off Road DX,29,4,1.5,4.0,E,EnjoyUp Games,"['Racing, Arcade, Automobile']","Oct 16, 2015"
1120,Fighter Within,23,39,2.8,211.0,T,Ubisoft,"['Sports, General, General']","Nov 19, 2013"
1121,Rugby 15,20,4,2.9,32.0,E,HB Studios Multimedia,"['Alternative, Sports, Team, Rugby']","Feb 24, 2015"
1122,Forza Horizon 4,92,88,7.9,1026.0,E,Playground Games,"['Racing, Simulation, Automobile']","Sep 28, 2018"
1123,Monster Hunter: World,90,17,7.1,402.0,T,Capcom,"['Role-Playing, Action RPG']","Jan 26, 2018"
1124,Dark Souls II: Scholar of the First Sin,89,11,7.8,216.0,T,From Software,"['Role-Playing, Action RPG']","Apr 7, 2015"
1125,DOOM Eternal,88,33,7.4,390.0,M,id Software,"['Action, Shooter, First-Person, Arcade']","Mar 19, 2020"
1126,DOOM,87,25,8.5,763.0,M,id Software,"['Sci-Fi, Action, Shooter, First-Person, Third-Person, Arcade']","May 13, 2016"
1127,Battlefield 1,87,39,7.6,666.0,M,EA DICE,"['Action, General, Shooter, First-Person, Tactical']","Oct 18, 2016"
1128,Assassin's Creed Odyssey,87,34,5.9,596.0,M,Ubisoft,"['Action Adventure, Open-World']","Oct 2, 2018"
1129,Forza Motorsport 6,87,85,7.8,854.0,E,Turn 10,"['Driving, GT / Street, Racing, Simulation, Automobile']","Sep 15, 2015"
1130,XCOM 2,87,17,7.6,91.0,T,Firaxis Games,"['Strategy, Turn-Based, General, Tactics']","Sep 27, 2016"
1131,Thumper,86,7,5.1,10.0,E10+,"drool Games, Drool","['Action, Rhythm, Music']","Aug 18, 2017"
1132,The Witness,86,11,6.6,53.0,E,"Thekla, Inc","['Adventure, 3D, First-Person']","Sep 13, 2016"
1133,Fell Seal: Arbiter's Mark,86,5,5.4,11.0,T,6 Eyes Studio,"['Strategy, Turn-Based, General, Tactics']","Apr 30, 2019"
1134,Destiny 2: Forsaken,86,16,5.4,99.0,T,"Bungie Software, Bungie","['Action, Shooter, First-Person, Arcade']","Sep 4, 2018"
1135,Observer,86,8,7.5,45.0,M,Bloober Team,"['Adventure, 3D, First-Person']","Aug 15, 2017"
1136,Mortal Kombat X,86,21,7.5,341.0,M,"Warner Bros. Interactive Entertainment, NetherRealm Studios","['Action, Fighting, 2D, 3D']","Apr 14, 2015"
1137,NHL 20,85,12,4.4,40.0,E10+,Electronic Arts,"['Sports, Team, Ice Hockey, Sim']","Sep 10, 2019"
1138,Pinball FX 2,85,5,7.0,41.0,E10+,Zen Studios,"['Action, Miscellaneous, Parlor, Pinball']","Aug 14, 2014"
1139,Halo: The Master Chief Collection,85,69,7.5,1479.0,M,343 Industries,"['Miscellaneous, Compilation, Action, Shooter, First-Person, Sci-Fi, Arcade']","Nov 11, 2014"
1140,Age of Wonders: Planetfall,85,10,6.5,24.0,T,Triumph Studios,"['Strategy, Turn-Based, General']","Aug 6, 2019"
1141,Fortnite,85,5,3.5,228.0,T,Epic Games,"['Action, Shooter, Third-Person, Tactical']","Jul 21, 2017"
1142,Outer Wilds,85,17,7.5,108.0,E10+,"Mobius Digital, LLC","['Action Adventure, Open-World']","May 30, 2019"
1143,Resident Evil 3,84,25,5.9,358.0,M,"Capcom, M-Two","['Action Adventure, Survival']","Apr 3, 2020"
1144,South Park: The Fractured But Whole,84,31,7.9,115.0,M,Ubisoft San Francisco,"['Role-Playing, General']","Oct 17, 2017"
1145,FIFA 17,84,51,5.1,271.0,E,"EA Sports, EA Vancouver","['Sports, Team, Soccer, Sim']","Sep 27, 2016"
1146,BioShock: The Collection,84,17,8.6,123.0,M,2K Games,"['Action, Miscellaneous, Shooter, Compilation, First-Person, Arcade']","Sep 13, 2016"
1147,Assassin's Creed Origins: The Curse of the Pharaohs,84,6,7.2,32.0,M,Ubisoft Sofia,"['Action Adventure, Open-World']","Mar 13, 2018"
1148,SoulCalibur VI,84,19,4.9,124.0,T,"Bandai Namco Games, Project Soul","['Action, Fighting, 3D']","Oct 19, 2018"
1149,Frostpunk: Console Edition,84,9,7.6,30.0,M,11 bit studios,"['Action Adventure, Survival']","Oct 11, 2019"
1150,Madden NFL 16,84,23,6.0,127.0,E,EA Sports,"['Sports, Team, Football, Sim']","Aug 25, 2015"
1151,Life is Strange 2: Episode 5 - Wolves,83,4,6.3,21.0,M,DONTNOD Entertainment,"['Action Adventure, General']","Dec 3, 2019"
1152,NBA 2K19,83,18,2.7,100.0,E,Visual Concepts,"['Sports, Team, Basketball, Arcade, Sim']","Sep 7, 2018"
1153,Path of Exile: The Fall of Oriath,83,8,7.5,34.0,M,Grinding Gear Games,"['Role-Playing, Action RPG']","Aug 24, 2017"
1154,Little Nightmares,83,22,7.8,56.0,T,Tarsier Studios,"['Action Adventure, General, Linear']","Apr 28, 2017"
1155,OlliOlli2: XL Edition,83,12,5.8,6.0,T,roll7,"['Sports, Individual, Skate / Skateboard']","May 24, 2016"
1156,Stealth Inc 2: A Game of Clones,82,7,6.9,10.0,T,Curve Digital,"['Action, Platformer, 2D']","Apr 3, 2015"
1157,Tom Clancy's The Division 2,82,30,5.8,373.0,M,Massive Entertainment,"['First-Person, Action, Shooter, Third-Person, Tactical']","Mar 12, 2019"
1158,Blasphemous,82,14,7.9,67.0,M,The Game Kitchen,"['Action Adventure, Open-World']","Sep 10, 2019"
1159,10 Second Ninja X,82,10,4.5,8.0,T,GameDesignDan,"['Action, Platformer, 2D']","Jul 19, 2016"
1160,eFootball PES 2020,82,9,7.7,95.0,E,Konami,"['Sports, Team, Soccer, Sim']","Sep 10, 2019"
1161,Indivisible,82,11,5.6,31.0,T,Lab Zero Games,"['Role-Playing, Action RPG']","Oct 8, 2019"
1162,Metro Exodus,82,32,6.8,563.0,M,4A Games,"['Action, Shooter, First-Person, Arcade']","Feb 15, 2019"
1163,Far Cry 4,82,15,7.6,448.0,M,Ubisoft Montreal,"['Action, Shooter, First-Person, Modern, Arcade']","Nov 18, 2014"
1164,Resident Evil HD Remaster,82,16,8.2,190.0,M,Capcom,"['Horror, Action Adventure, Survival']","Jan 20, 2015"
1165,Rock Band Rivals,82,10,6.6,5.0,T,Harmonix Music Systems,"['Action, Rhythm, Music']","Oct 18, 2016"
1166,Bulletstorm: Full Clip Edition,82,13,7.2,29.0,M,People Can Fly,"['Action, Shooter, First-Person, Arcade']","Apr 7, 2017"
1167,forma.8,82,4,,,E10+,MixedBag,"['Action, Action Adventure, Platformer, Open-World, 2D']","Feb 24, 2017"
1168,Final Fantasy VIII Remastered,82,6,5.7,27.0,T,Square Enix,"['Role-Playing, Japanese-Style']","Sep 3, 2019"
1169,Call of Duty: Black Ops III,81,15,4.5,730.0,M,Treyarch,"['Action, Shooter, First-Person, Arcade']","Nov 6, 2015"
1170,Bear With Me: The Complete Collection,81,4,,,T,Exordium Games,"['Miscellaneous, Compilation']","Jul 31, 2019"
1171,Valkyria Chronicles 4,81,4,8.2,28.0,T,Sega,"['Strategy, Turn-Based, Tactics']","Sep 25, 2018"
1172,Wargroove,81,8,5.4,34.0,E10+,Chucklefish,"['General, Strategy, Turn-Based, Tactics']","Feb 1, 2019"
1173,Lumines Remastered,81,8,,,E10+,Enhance Games,"['Puzzle, Matching']","Jun 26, 2018"
1174,Plants vs Zombies: Garden Warfare 2,80,64,7.8,109.0,E10+,PopCap,"['Action, Shooter, Third-Person, Tactical']","Feb 23, 2016"
1175,Phoenix Wright: Ace Attorney Trilogy,80,12,7.3,19.0,T,Capcom,"['Miscellaneous, Compilation']","Apr 9, 2019"
1176,NeuroVoider,80,6,,,E10+,Plug In Digital,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Mar 17, 2017"
1177,Sine Mora EX,80,7,7.6,5.0,M,Digital Reality,"[""Action, Shooter, Shoot-'Em-Up, Horizontal""]","Aug 8, 2017"
1178,Overcooked!,80,13,6.8,36.0,E,Ghost Town Games Ltd.,"['Action, Simulation, Arcade, Virtual, Career']","Aug 3, 2016"
1179,The Bug Butcher,80,4,7.4,5.0,T,Triangle Studios,"['Action, Platformer, 2D']","Oct 19, 2016"
1180,Virginia,80,13,5.8,38.0,M,505 Games,"['Adventure, 3D, First-Person']","Sep 22, 2016"
1181,Mega Man Legacy Collection,80,30,8.4,74.0,E,Digital Eclipse,"['Miscellaneous, Compilation']","Aug 25, 2015"
1182,Valfaris,80,8,7.8,8.0,M,Steel Mantis,"['Action, Platformer, 2D']","Nov 15, 2019"
1183,Aaero,80,13,6.5,11.0,E10+,Mad Fellows Ltd,"['Action, Shooter, Rail']","Apr 11, 2017"
1184,Darkwood,80,10,7.8,8.0,M,Acid Wizard Studio,"['Action Adventure, Survival']","May 17, 2019"
1185,Borderlands: Game of the Year Edition,80,7,7.0,22.0,M,Take-Two Interactive,"['Miscellaneous, Compilation']","Apr 3, 2019"
1186,The Jackbox Party Pack 2,80,4,7.8,6.0,T,"Jackbox Games, Inc.","['Miscellaneous, Party / Minigame']","Oct 13, 2015"
1187,SMITE,80,21,7.4,110.0,T,Hi-Rez Studios,"['Strategy, Real-Time, MOBA']","Aug 19, 2015"
1188,Omega Strike,80,4,,,T,Woblyware,"['Action, Platformer, 2D']","Jun 15, 2018"
1189,Lost Orbit: Terminal Velocity,79,4,,,T,PixelNAUTS,"['Action, Platformer, 2D']","Jul 16, 2019"
1190,Rock Band 4,79,27,6.5,56.0,T,Harmonix Music Systems,"['Action, Rhythm, Music']","Oct 6, 2015"
1191,Amnesia Collection,79,6,5.0,5.0,M,Frictional Games,"['Miscellaneous, Compilation']","Sep 28, 2018"
1192,Steredenn,79,7,6.2,10.0,E10+,Pixelnest Studio,"[""Action, Shooter, Shoot-'Em-Up, Horizontal""]","Apr 1, 2016"
1193,Shantae and the Pirate's Curse,79,8,8.1,28.0,T,WayForward,"['Action, Platformer, 2D']","Mar 16, 2016"
1194,Flipping Death,79,7,,,T,Zoink!,"['Action, General']","Aug 7, 2018"
1195,Full Mojo Rampage,79,6,,,T,Over the Top Games,"['Role-Playing, Action RPG']","Jun 28, 2016"
1196,Flinthook,79,6,,,E10+,Tribute Games,"['Action, Platformer, 2D']","Apr 18, 2017"
1197,Torment: Tides of Numenera,79,12,6.9,39.0,M,InXile Entertainment,"['General, Role-Playing, Western-Style']","Feb 28, 2017"
1198,Wizard of Legend,79,4,7.3,10.0,E10+,Humble Bundle,"['Role-Playing, Action RPG']","May 15, 2018"
1199,Burnout Paradise Remastered,79,30,6.8,39.0,E10+,"Criterion Games, STELLAR ENTERTAINMENT SOFTWARE LTD","['Racing, Arcade, Automobile']","Mar 16, 2018"
1200,Tacoma,79,20,6.6,48.0,T,"The Fullbright Company, Fullbright","['Adventure, General']","Aug 2, 2017"
1201,Victor Vran: Overkill Edition,79,10,7.0,5.0,M,Haemimont Games,"['Role-Playing, Action RPG']","May 30, 2017"
1202,Lonely Mountains: Downhill,79,6,7.3,12.0,E,Megagon Industries,"['Sports, Individual, Biking']","Oct 23, 2019"
1203,Torchlight II,78,7,6.9,11.0,T,Panic Button,"['Role-Playing, Action RPG']","Sep 3, 2019"
1204,Layers of Fear,78,10,7.2,105.0,M,Bloober Team,"['Adventure, 3D, First-Person']","Feb 16, 2016"
1205,Turok 2: Seeds of Evil Remaster,78,5,8.2,5.0,M,Night Dive Studios,"['Action, Shooter, First-Person, Arcade']","Mar 2, 2018"
1206,Dungeon of the Endless,78,13,7.4,20.0,T,Amplitude Studios,"['Strategy, Real-Time, General']","Mar 16, 2016"
1207,Bleed 2,78,6,,,T,"Digerati Distribution, Digerati","['Action, Platformer, 2D']","Feb 9, 2018"
1208,Q.U.B.E. 2,78,16,7.3,15.0,T,Toxic Games,"['Action, Shooter, First-Person, Arcade']","Mar 13, 2018"
1209,Resident Evil: Revelations,78,6,8.5,46.0,M,Capcom,"['Action Adventure, Survival']","Aug 29, 2017"
1210,Double Cross,78,4,,,E10+,13AM Games,"['Action, Platformer, 2D']","Jun 19, 2019"
1211,Bridge Constructor Portal,78,9,6.5,11.0,E10+,ClockStone Software,"['Simulation, Virtual, Career']","Feb 28, 2018"
1212,Oxenfree,78,29,7.6,69.0,T,Night School Studio,"['Action Adventure, Adventure, General']","Jan 15, 2016"
1213,Aqua Kitty UDX,78,4,,,E,Tikipod Limited,"['Action, General']","Feb 3, 2017"
1214,The Walking Dead: The Telltale Series Collection,78,4,6.1,7.0,M,Telltale Games,"['Miscellaneous, Compilation']","Dec 5, 2017"
1215,Railway Empire,77,7,6.8,8.0,E,Gaming Minds Studios,"['Simulation, Strategy, Management, Vehicle, Train, Business / Tycoon']","Jan 30, 2018"
1216,The Jackbox Party Pack 6,77,5,,,T,"Jackbox Games, Inc.","['Miscellaneous, Party / Minigame']","Oct 17, 2019"
1217,The Elder Scrolls Online: Tamriel Unlimited,77,11,8.3,627.0,M,ZeniMax Media,"['First-Person, First-Person, Massively Multiplayer Online, Fantasy, Role-Playing, Massively Multiplayer']","Jun 9, 2015"
1218,Batman: The Enemy Within - Episode 1: The Enigma,77,9,2.5,11.0,M,Telltale Games,"['Adventure, Point-and-Click']","Aug 8, 2017"
1219,Quantum Break,77,106,7.1,1954.0,M,Remedy Entertainment,"['General, Action, General']","Apr 5, 2016"
1220,Wulverblade,77,12,7.4,9.0,M,Darkwind Media,"[""Action, Beat-'Em-Up, 2D""]","Jan 31, 2018"
1221,Mosaic,77,6,,,T,Krillbite Studio,"['Adventure, General']","Jan 23, 2020"
1222,SEUM: Speedrunners from Hell,77,5,,,M,Pine Studio,"['Action, Shooter, First-Person, Arcade']","Sep 22, 2017"
1223,D4: Dark Dreams Don't Die,76,43,7.2,306.0,M,Access Games,"['Action, Adventure, General, 3D, Point-and-Click, Modern, Third-Person, Modern']","Sep 19, 2014"
1224,The LEGO NINJAGO Movie Video Game,76,8,7.6,7.0,E10+,TT Games,"['Action Adventure, General, Linear']","Sep 22, 2017"
1225,Overdriven Reloaded: Special Edition,76,4,,,E10+,TOMAGameStudio,"[""Action, Shooter, Shoot-'Em-Up, Vertical""]","Feb 9, 2018"
1226,The Disney Afternoon Collection,76,16,5.8,6.0,E10+,Capcom,"['Miscellaneous, Compilation']","Apr 18, 2017"
1227,Devil May Cry 4: Special Edition,76,31,8.9,162.0,M,Capcom,"['Fantasy, Action Adventure, General, Linear']","Jun 23, 2015"
1228,Strider,76,26,7.0,94.0,E10+,Double Helix Games,"['Fantasy, Action Adventure, General, Fantasy']","Feb 19, 2014"
1229,Truberbrook,76,7,,,T,btf,"['Adventure, General']","Apr 17, 2019"
1230,Dead or Alive 6,76,13,5.4,73.0,M,"Team Ninja, Koei Tecmo Games","['Action, Fighting, 3D']","Mar 1, 2019"
1231,Octahedron,76,5,7.6,7.0,E10+,Demimonde,"['Action, Platformer, 2D']","Mar 20, 2018"
1232,Game of Thrones: Episode Two - The Lost Lords,76,11,7.4,34.0,M,Telltale Games,"['Action, Adventure, General, Point-and-Click']","Feb 4, 2015"
1233,Plants vs Zombies: Garden Warfare,76,65,7.5,448.0,E10+,PopCap,"['General, Action, General, Shooter, Third-Person, Tactical']","Feb 25, 2014"
1234,Hunt: Showdown,76,11,6.6,41.0,M,Crytek,"['Sci-Fi, Third-Person, Arcade, Action, Shooter, First-Person, Tactical']","Feb 18, 2020"
1235,Q.U.B.E. Director's Cut,76,11,6.9,7.0,T,Toxic Games,"['Miscellaneous, Puzzle, Logic']","Jul 24, 2015"
1236,Teslagrad,76,6,6.5,4.0,E,Rain Games,"['Action, Platformer, 2D']","Mar 9, 2016"
1237,LEGO Star Wars: The Force Awakens,76,11,7.0,29.0,E10+,TT Games,"['Action Adventure, General']","Jun 28, 2016"
1238,Mass Effect: Andromeda,76,35,5.0,1061.0,M,BioWare,"['Role-Playing, Action RPG']","Mar 21, 2017"
1239,Jurassic World Evolution,76,17,6.2,40.0,T,Frontier Developments,"['Strategy, Management, Business / Tycoon']","Jun 12, 2018"
1240,Worms W.M.D,75,24,6.7,7.0,E10+,Team17,"['Strategy, Turn-Based, Artillery']","Aug 23, 2016"
1241,Elite Dangerous: Horizons,75,4,5.6,9.0,T,Frontier Developments,"['Simulation, Space, Combat']","Jun 3, 2016"
1242,Drawful 2,75,5,,,T,"Jackbox Games, Inc.","['Miscellaneous, Board / Card Game']","Jun 21, 2016"
1243,Raiden V,75,13,7.8,10.0,E,Moss,"[""Action, Shooter, Shoot-'Em-Up, Vertical""]","May 11, 2016"
1244,Pinstripe,75,5,7.5,4.0,T,Armor Games,"['Miscellaneous, Action Adventure, General']","Feb 7, 2018"
1245,Transformers: Devastation,75,25,7.5,66.0,T,PlatinumGames,"[""Action, Beat-'Em-Up, 3D""]","Oct 6, 2015"
1246,NBA Live 19,75,12,6.8,28.0,E,"EA Sports, EA Tiburon","['Sports, Team, Basketball, Sim']","Sep 7, 2018"
1247,Metrico+,75,8,,,E,Digital Dreams,"['Puzzle, Action']","Jan 20, 2017"
1248,Onimusha: Warlords,74,15,6.4,29.0,M,"Capcom, NeoBards Entertainment","['Action Adventure, General']","Jan 15, 2019"
1249,Monster Energy Supercross - The Official Videogame 3,74,7,6.0,14.0,E,Milestone S.r.l,"['Racing, Arcade, Automobile']","Feb 4, 2020"
1250,Valentino Rossi The Game,74,5,7.0,10.0,E,Milestone S.r.l,"['Racing, Simulation, Automobile']","Aug 16, 2016"
1251,A Hat in Time,74,17,7.7,43.0,T,Gears for Breakfast,"['Action, Platformer, 3D']","Dec 6, 2017"
1252,The Escapists,74,31,6.7,32.0,T,Mouldy Toof Studios,"['Action, General']","Feb 13, 2015"
1253,Timespinner,74,5,2.3,4.0,T,Lunar Ray Games,"['Action, Platformer, 2D']","Jun 4, 2019"
1254,Resident Evil: Revelations 2 - Episode 4: Metamorphosis,74,10,7.6,16.0,M,Capcom,"['Action Adventure, Survival']","Mar 18, 2015"
1255,Roundabout,74,10,5.7,7.0,M,No Goblin,"['Driving, Racing, Arcade, Mission-based, Automobile']","Feb 20, 2015"
1256,Attack on Titan 2,74,10,6.5,15.0,M,Omega Force,"['Action, General']","Mar 20, 2018"
1257,Life is Strange 2: Episode 4 - Faith,74,6,5.3,13.0,M,DONTNOD Entertainment,"['Action Adventure, General']","Aug 22, 2019"
1258,Fallout 4: Automatron,74,11,6.0,59.0,M,Bethesda Game Studios,"['Role-Playing, Western-Style']","Mar 22, 2016"
1259,Shenmue I & II,74,9,7.9,67.0,T,"Sega, d3t Ltd","['Miscellaneous, Compilation']","Aug 21, 2018"
1260,Zumba Fitness World Party,73,5,6.2,40.0,E,Zoe Mode,"['Miscellaneous, Exercise / Fitness']","Nov 19, 2013"
1261,Subterrain,73,6,,,M,Pixellore,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Jan 27, 2017"
1262,Project Spark,73,26,6.9,158.0,E10+,Microsoft Game Studios,"['General, Action, Action Adventure, General, Sandbox']","Mar 4, 2014"
1263,Vasara Collection,73,7,7.2,9.0,T,QUByte Interactive,"['Miscellaneous, Compilation']","Aug 14, 2019"
1264,Sega Genesis Classics,73,12,7.3,10.0,T,Various,"['Miscellaneous, Compilation']","May 29, 2018"
1265,Hyperdrive Massacre,73,4,7.5,28.0,E,34BigThings,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Jan 13, 2016"
1266,Steel Rain X,73,4,,,E10+,"Polarity Flow, PolarityFlow","[""Action, Shooter, Shoot-'Em-Up, Horizontal""]","Dec 16, 2016"
1267,Chariot,73,14,7.5,60.0,E,Frima Studio,"['Action, Platformer, 2D']","Oct 1, 2014"
1268,Stela,73,18,6.3,10.0,E10+,SkyBox Labs,"['Action, Platformer, 2D']","Oct 17, 2019"
1269,Lumo,73,4,,,E10+,Triple Eh? Ltd,"['Action, Adventure, General, Platformer, 3D']","Jun 22, 2016"
1270,HAWKEN,73,4,6.9,16.0,T,"Reloaded Games Inc., Reloaded Games","['Action, General, Shooter, First-Person, Tactical']","Jul 1, 2016"
1271,Pure Farming 2018,73,9,7.0,5.0,E,Techland,"['Simulation, Virtual, Career']","Mar 13, 2018"
1272,Killer Instinct,73,51,6.3,641.0,T,Double Helix Games,"['Action, Fighting, Fighting, 3D, 2D, 3D']","Nov 22, 2013"
1273,Phantom Dust,73,4,5.8,66.0,T,"Microsoft Game Studios, Code Mystics Inc.","['Action Adventure, Sci-Fi, General']","May 16, 2017"
1274,Madden NFL 25,73,18,5.8,113.0,E,EA Sports,"['Sports, Traditional, Team, Football, Arcade, Arcade, Sim']","Nov 19, 2013"
1275,Dragon Ball Z: Kakarot,73,25,7.5,117.0,T,CyberConnect2,"['Role-Playing, Action RPG']","Jan 17, 2020"
1276,Rise of the Tomb Raider: Baba Yaga - The Temple of the Witch,73,15,7.7,44.0,M,"Crystal Dynamics, Nixxes Software","['Action Adventure, General, Linear']","Jan 26, 2016"
1277,Call of Duty: Advanced Warfare - Havoc,72,17,6.4,20.0,M,Sledgehammer Games,"['Action, Shooter, First-Person, Modern, Arcade']","Jan 27, 2015"
1278,Penarium,72,7,,,T,Self Made Miracle,"['Action, General, Platformer, 2D']","Sep 23, 2015"
1279,Late Shift,72,16,6.8,34.0,M,Wales Interactive Ltd.,"['Adventure, General']","Apr 18, 2017"
1280,BUTCHER,72,12,6.5,6.0,M,Crunching Koalas,"['Action, Platformer, 2D']","May 10, 2017"
1281,Narcosis,72,12,,,M,"Honor Code, Inc.","['Action Adventure, Survival']","May 10, 2017"
1282,Sword Art Online: Fatal Bullet,72,8,7.3,32.0,T,Dimps Corporation,"['Action, Shooter, Third-Person, Arcade']","Feb 23, 2018"
1283,Stranger Things 3: The Game,72,10,4.7,6.0,T,BonusXP,"['Action Adventure, General']","Jul 4, 2019"
1284,Shape of the World,72,6,,,E,Hollow Tree Games,"['Action Adventure, Open-World']","Jun 6, 2018"
1285,Nightmares from the Deep 3: Davy Jones,72,6,,,T,G5 Software,"['Puzzle, Hidden Object']","Feb 2, 2018"
1286,Screencheat,72,7,,,E10+,Samurai Punk,"['Action, Shooter, First-Person, Tactical, Arcade']","Mar 1, 2016"
1287,Aggelos,72,5,,,E,LookAtMyGame,"['Action, Platformer, 2D']","Jul 12, 2019"
1288,Tetrobot and Co.,71,4,,,E,Swing Swing Submarine,"['Puzzle, Action']","Mar 16, 2016"
1289,Ninjin: Clash of Carrots,71,4,3.0,5.0,E10+,Pocket Trap,"[""Action, Beat-'Em-Up, 2D""]","Sep 4, 2018"
1290,Battleborn,71,20,7.1,179.0,T,Gearbox Software,"['Sci-Fi, Action, Shooter, First-Person, Tactical, Arcade']","May 3, 2016"
1291,"Warhammer 40,000: Inquisitor - Martyr",71,11,5.0,9.0,M,Maximum Games,"['Strategy, Real-Time, General']","Jul 5, 2018"
1292,Dead End Job,71,5,,,T,Ant Workshop Ltd,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Dec 13, 2019"
1293,Bloodstained: Curse of the Moon,70,4,7.6,21.0,E10+,Inti Creates,"['Action Adventure, Open-World']","Jun 6, 2018"
1294,Just Cause 4,70,24,5.9,130.0,M,Avalanche Studios,"['Action Adventure, Open-World']","Dec 4, 2018"
1295,Conarium,70,10,5.3,6.0,T,Zoetrope Interactive,"['Adventure, 3D, First-Person']","Feb 12, 2019"
1296,WRC 5,70,6,5.8,10.0,E,"Kylotonn, Milestone S.r.l","['Racing, Simulation, Automobile']","Oct 13, 2015"
1297,Clockwork Tales: Of Glass and Ink,70,9,,,T,Artifex Mundi,"['Puzzle, Hidden Object, General']","Jan 22, 2016"
1298,Worms Battlegrounds,70,12,6.2,39.0,E10+,Team17,"['Strategy, Turn-Based, Wargame, Artillery']","May 30, 2014"
1299,The Incredible Adventures of Van Helsing III,70,4,,,T,NeocoreGames,"['Role-Playing, Action RPG']","Dec 29, 2017"
1300,Below,70,30,5.4,63.0,T,Capy Games,"['General, Action, General']","Dec 14, 2018"
1301,Vampyr,70,16,6.7,131.0,M,DONTNOD Entertainment,"['Role-Playing, General, Action RPG']","Jun 5, 2018"
1302,Pix the Cat,70,7,,,E,Pasta Games,"['Action, Arcade']","Feb 8, 2017"
1303,Anodyne,70,4,,,M,"Epiphany Games, Analgesic Productions","['Adventure, General']","Sep 21, 2018"
1304,Styx: Master of Shadows,69,8,7.1,35.0,M,Cyanide,"['Action Adventure, Sci-Fi, General']","Oct 8, 2014"
1305,Minecraft: Story Mode - Episode 5: Order Up!,69,6,5.2,6.0,E10+,Telltale Games,"['Action Adventure, Adventure, Point-and-Click, Linear']","Mar 29, 2016"
1306,Battle Princess Madelyn,69,7,6.5,13.0,E,Causal Bit Games,"['Action, Platformer, 2D']","Dec 6, 2018"
